id,name,bic,street,city,zip,country:id
ABALIDBSXXX,PT. BANK PEMBANGUNAN DAERAH BALI,ABALIDBSXXX,BANK BPD BALI,DENPASAR,80235,base.id
ABNAIDJASBA,THE ROYAL BANK OF SCOTLAND N.V. JAKARTA BRANCH (SURABAYA BRANCH),ABNAIDJASBA,,SURABAYA,,base.id
ABNAIDJAXXX,THE ROYAL BANK OF SCOTLAND N.V. JAKARTA BRANCH,ABNAIDJAXXX,INDONESIA STOCK EXCHANGE BLDG TOWERFLOOR 11 JL. JENDRAL SUDIRMAN KAV 52-53,JAKARTA,12910,base.id
ABPEIDJ1XXX,ABADI PRISMA EKAMANDIRI PT,ABPEIDJ1XXX,LIPPO LIFE BUILDING FLOOR 6 B-10 JALAN HR RASUNA SAID KAV.,JAKARTA,12910,base.id
ABSDIDJ1XXX,ABADI SEKURITAS ADIMASA PT,ABSDIDJ1XXX,70 JALAN TANAH ABANG II PUSAT,JAKARTA,,base.id
ADISIDJ1XXX,ADITHYA SECURINVEST PT,ADISIDJ1XXX,LIPPO LIFE BUILDING SUITE 610 B-10 JALAN HR RASUNA SAID,JAKARTA,12910,base.id
ADSIIDJ1XXX,PT ANTABOGA DELTA SEKURITAS INDONESIA,ADSIIDJ1XXX,GRAND WIJAYA CENTRE ROOM 36H JL. WOLTER MONGISIDI NO. 88 L,JAKARTA,12150,base.id
AEHLIDJ1XXX,PARIBAS ASIA EQUITY P.T.,AEHLIDJ1XXX,WISMA GKBI FLOOR 10 ROOM 1001 JL. JENDERAL SUDIRMAN KAV. 28,JAKARTA,10120,base.id
AGASIDJ1XXX,BANK AGUNG ASIA,AGASIDJ1XXX,WISMA DHARMALA SAKTI JALAN JENDERAL SUDIRMAN KAV. 32 SELATAN,JAKARTA,,base.id
AGCCIDJ1XXX,AGUNG CAHAYA CENDANA PT,AGCCIDJ1XXX,2 JALAN P. JAYAKARTA,JAKARTA,11110,base.id
AGRPIDJ1XXX,AGRIDHANASATYA PERMATA PT,AGRPIDJ1XXX,50GG JALAN KALIBESAR BARAT,JAKARTA,11230,base.id
AGSIIDJ1XXX,AGUNG SECURITIES INDONESIA PT,AGSIIDJ1XXX,BANK NIAGA BUILDING FLOOR 7 SOUTH ENTRANCE 55 JALAN MH THAMRIN,JAKARTA,10350,base.id
AGTBIDJAXXX,PT. BANK AGRONIAGA TBK,AGTBIDJAXXX,"PLAZA GRI BLOK X-2 JL. HR. RASUNA SAID, NO.1",JAKARTA,12950,base.id
AKSKIDJ10JD,AKSARA KENCANA PT,AKSKIDJ10JD,JALAN DHARMANUSADA 173,SURABAYA,,base.id
AKSKIDJ1XXX,AKSARA KENCANA PT,AKSKIDJ1XXX,20 JALAN RAYA PRAPATAN PUSAT,JAKARTA,,base.id
ALABIDJ1XXX,ARBUTHNOT LATHAM BANK LTD.,ALABIDJ1XXX,JALAN JENDERAL SUDIRMAN KAV 30-31,JAKARTA,,base.id
ALDCIDJ1XXX,ALDIRACITA CORPOTAMA PT,ALDCIDJ1XXX,12B JALAN GUNUNG SAHARI ANCOL,JAKARTA,14420,base.id
AMCEIDJ1XXX,AMCOL SEKURINDO PT,AMCEIDJ1XXX,MULIA CENTRE ROOM 501 8 JALAN H.R. RASUNA SAID KAV.,JAKARTA,12940,base.id
AMSNIDJ1XXX,AMSINDO NUSANTARA PT,AMSNIDJ1XXX,177 JALAN GATOT SUBROTO FLOOR 4,JAKARTA,12870,base.id
ANDMIDJ1XXX,ANTAR DHANA MASA PT,ANDMIDJ1XXX,37 JL. RAYA PASAR MINGGU KOMP. GARUDA SELATAN,JAKARTA,,base.id
ANEKIDJ1XXX,ANEKA KELOLADANA PT,ANEKIDJ1XXX,MID PLAZA BUILDING FLOOR 6 10-11 JALAN JENDERAL SUDIRMAN KAV. JAKARTA PUSAT,JAKARTA,10220,base.id
ANESIDJ1XXX,ANEKAREKSA SECURITIES CORP PT,ANESIDJ1XXX,EXCHANGE HOUSE FLOOR 5 03 JALAN HR RASUNA SAID BLOCK 1,JAKARTA,12950,base.id
ANSIIDJ1XXX,ANUGERAH SECURINDO INDAH PT,ANSIIDJ1XXX,WISMA ANTARA BUILDING ROOM 7704B 17 JALAN MERDEKA SELATAN,JAKARTA,10110,base.id
ANTDIDJDXXX,BANK ANTARDAERAH,ANTDIDJDXXX,JI. BONGKARAN NO 28-30,SURABAYA,60161,base.id
ANZBIDJXXXX,"BANK ANZ INDONESIA, P.T.",ANZBIDJXXXX,ANZ TOWER FLOOR 4 JALAN JENDERAL SUDIRMAN KAV 33A,JAKARTA,10220,base.id
APERIDJ1XXX,APERDI PT,APERIDJ1XXX,,JAKARTA,,base.id
ARAEIDJ1XXX,ARGA ARTHA SECURITAS PT,ARAEIDJ1XXX,BUKIT DURI PLAZA B FLOOR 9 54E JALAN JATINEGARA BARAT TIMUR,JAKARTA,,base.id
ARDPIDJ1XXX,ARTHA DWIPA PERSADA PT,ARDPIDJ1XXX,JL JEND SUDIRMAN KAV 52-53 A-11,JAKARTA,10244,base.id
ARGSIDJ1XXX,ARTA GITASEJAHTERA SEKURITAS PT,ARGSIDJ1XXX,WISMA DHARMALA SAKTI FLOOR 6 32 JALAN JENDERAL SUDIRMAN,JAKARTA,10220,base.id
ARNKIDJ1XXX,BANK ARTA NIAGA KENCANA,ARNKIDJ1XXX,33 JALAN COKLAT,SURABAYA,,base.id
ARPSIDJ1XXX,ARYA PRADA SEKURITAS PT,ARPSIDJ1XXX,33 JALAN GONDANGDIA LAMA,JAKARTA,10350,base.id
ARSFIDJ1XXX,ARYA SHINTA FINANCE,ARSFIDJ1XXX,"WIJAYA GRAND CENTRE BLOK E/1 METROPOLITAN KUNINGAN SUPERBLOK KAV MENARA IMPERIUM,LT. 33 JL. H.R. RA",JAKARTA,,base.id
ARSRIDJ1XXX,ARTHA SECURITIES PRIMA PT,ARSRIDJ1XXX,HAYAM WURUK PLAZA FLOOR 16 108 JALAN HAYAM WURUK,JAKARTA,,base.id
ARTDIDJ1XXX,ARTHA ADYANUGRAHA PT,ARTDIDJ1XXX,7 JALAN VETERAN III KAV. A-11,JAKARTA,14430,base.id
ARTGIDJAXXX,BANK ARTHA GRAHA INTERNASIONAL TBK PT,ARTGIDJAXXX,"ARTHA GRAHA BUILDING JL. JEND. SUDIRMAN KAV 52-53, SUDIRMAN CENTRAL BUSINESS DISTR.",JAKARTA,12190,base.id
ASDBIDJ1XXX,ASIAN DEVELOPMENT BANK,ASDBIDJ1XXX,GEDUNG DANARESKA 7TH FLOOR GEDUNG BRI II JL. JEND. SUDIRMAN KAV. 44-46,JAKARTA,,base.id
ASEIIDJ1XXX,ASEAM INDONESIA PT,ASEIIDJ1XXX,GEDUNG MULIA TOWER ROOM 1211 9-11 JALAN JENDERAL GATOT SUBROTO KAV.,JAKARTA,12930,base.id
ASITIDJ1XXX,ASIA KAPITALINDO PT,ASITIDJ1XXX,KOMP. PRKANTORAN GROGOL PERMAL BLOCK G-5 JALAN PROF. DR. LATUMENTEN,JAKARTA,11460,base.id
ASIUIDJ1XXX,ASIANA SECURITIES PT,ASIUIDJ1XXX,KOMP. MAJAPAHIT PERMAL BLOCK B24 18-22 JALAN MAJAPAHIT,JAKARTA,10160,base.id
ASNSIDJ1XXX,ASJAYA INDOSURYA SECURITIES PT,ASNSIDJ1XXX,22 JALAN TANAH ABANG III,JAKARTA,10160,base.id
ASPNIDJ1XXX,ASPRINA PRIMA SENTOSA PT,ASPNIDJ1XXX,JALAN JEMBATAN DUA RAYA 16 UTARA FLOOR 6,JAKARTA,,base.id
ASPUIDJ1XXX,ASPAC UPPINDO PT,ASPUIDJ1XXX,UPPINDO BUILDING FLOOR 4 JALAN HR RASUNA SAID KAV C-19,JAKARTA,12940,base.id
ASTSIDJ1XXX,ASTRA SECURITIES PT,ASTSIDJ1XXX,SETLABUDL ATRIUM FLOOR 3 JALAN H.R. RASUNA SAID KAV 62,JAKARTA,12920,base.id
AWANIDJAXXX,BANK KESAWAN PT.,AWANIDJAXXX,,JAKARTA,,base.id
BABSIDJ1XXX,BAPINDO BUMI SEKURITAS PT,BABSIDJ1XXX,"ATD PLAZA, BANKING BLOCK FLOOR 3 3 JALAN M.H. THAMRIN KAV",JAKARTA,10340,base.id
BAEUIDJ1XXX,BAHANA SECURITIES PT,BAEUIDJ1XXX,GRAHA NIAGA TOWER FLOOR 18 JENDERAL SUDIRMAN KAV 58,JAKARTA,12190,base.id
BAHGIDJ1XXX,BAHAMINDO GUNA,BAHGIDJ1XXX,GALVA BUILDING FLOOR 4 27 JALAN HAYAM WURUK,JAKARTA,,base.id
BAKSIDJ1XXX,BAKRIE SECURITIES,BAKSIDJ1XXX,LANDMARK CENTRE 702 TOWER B 1 JALAN JENDERAL SUDIRMAN,JAKARTA,12920,base.id
BBAIIDJAXXX,PT BANK BUMI ARTA TBK,BBAIIDJAXXX,234 JALAN WAHID HASYIM,JAKARTA,10250,base.id
BBBAIDJ10J6,PT BANK PERMATA TBK (BANDUNG),BBBAIDJ10J6,REGION III 66 JALAN MERDEKA,BANDUNG,40117,base.id
BBBAIDJ10J8,PT BANK PERMATA TBK (SEMARANG),BBBAIDJ10J8,REG. V/KOMPLEK PERTOKOAN 'JURNATA BLOCK D 15-16 JALAN KH. AGUS SALIM,SEMARANG,50121,base.id
BBBAIDJ10JD,PT BANK PERMATA TBK (SURABAYA),BBBAIDJ10JD,REGION II 52 JALAN TUNJUNGAN,SURABAYA,60275,base.id
BBBAIDJ10SS,PT BANK PERMATA TBK (MEDAN),BBBAIDJ10SS,REGION IV 49-51 JALAN K.H. ZAINUL ARIFIN,MEDAN,20152,base.id
BBBAIDJAXXX,PT BANK PERMATA TBK,BBBAIDJAXXX,"PERMATABANK TOWER III OPS HEAD OFFICE,FLOOR11 JL. M.H. THAMRIN BLOK B1/1 BINTAROSECTOR 7 CDB, TANGERANG 15224",JAKARTA,15224,base.id
BBIJIDJ1024,PT BANK UOB INDONESIA (DENPASAR),BBIJIDJ1024,,DENPASAR,,base.id
BBIJIDJ10BD,PT BANK UOB INDONESIA (DENPASAR BRANCH),BBIJIDJ10BD,JALAN DR. WAHIDIN 39,DENPASAR,,base.id
BBIJIDJA002,PT BANK UOB INDONESIA (MEDAN),BBIJIDJA002,,MEDAN,,base.id
BBIJIDJA003,PT BANK UOB INDONESIA (SURABAYA),BBIJIDJA003,,SURABAYA,,base.id
BBIJIDJA004,PT BANK UOB INDONESIA (BANDUNG),BBIJIDJA004,,BANDUNG,,base.id
BBIJIDJAXXX,PT BANK UOB INDONESIA,BBIJIDJAXXX,UOB PLAZA JL.M.H. THAMRIN NO.10,JAKARTA,10230,base.id
BBUKIDJAXXX,BANK BUKOPIN,BBUKIDJAXXX,,JAKARTA,,base.id
BCIAIDJAXXX,PT BANK CAPITAL INDONESIA TBK,BCIAIDJAXXX,SONA TOPAS TOWER FLOOR 12 JL JEND. SUDIRMAN KAV. 26,JAKARTA,12920,base.id
BDINIDJ10J3,PT. BANK DANAMON INDONESIA TBK (P. JAYAKARTA BRANCH),BDINIDJ10J3,,JAKARTA,,base.id
BDINIDJABPN,PT. BANK DANAMON INDONESIA TBK (L/C DEPARTMENT),BDINIDJABPN,BANK DANAMON INDONESIA 54 JL. JENDERAL SUDIRMAN,BALIKPAPAN,,base.id
BDINIDJACLC,PT. BANK DANAMON INDONESIA TBK (CORPORATE LC PROCESSING CENTRE),BDINIDJACLC,WISMAK BANK PANAMON FLOOR 6 JALAN JEND. SUDIRMAN 45,JAKARTA,12930,base.id
BDINIDJACUS,PT. BANK DANAMON INDONESIA TBK (CUSTODIAL SERVICES),BDINIDJACUS,JL. PROF DE SATRIO KAV. E4/6 MEGA KUNINGAN,JAKARTA,12950,base.id
BDINIDJAIFI,PT. BANK DANAMON INDONESIA TBK (FINANCIAL INSTITUTIONS CORRESPONDENT BANKING),BDINIDJAIFI,JALAN KEBON SIRIH 15 FLOOR 8,JAKARTA,10110,base.id
BDINIDJALCC,PT. BANK DANAMON INDONESIA TBK (LC CENTRE),BDINIDJALCC,BANK DANAMON-PRAPATAN FLOOR 7 JL. M.I. RIDWAN RAIS 50,JAKARTA,10110,base.id
BDINIDJAMIM,PT. BANK DANAMON INDONESIA TBK (MEDAN-ISKANDARMUDA BRANCH),BDINIDJAMIM,JALAN ISKANDERMUDA 226-230,MEDAN,20151,base.id
BDINIDJAMKS,PT. BANK DANAMON INDONESIA TBK (L/C PROCESSING CENTER - MAKASSAR),BDINIDJAMKS,JL. ABDUL MUIS 60,JAKARTA,10160,base.id
BDINIDJAMRK,PT. BANK DANAMON INDONESIA TBK (L/C DEPARTMENT-MEARUKE),BDINIDJAMRK,BANK DANAMON JL.RAYA MANDALA 129,MERAUKE,99616,base.id
BDINIDJAOTI,PT. BANK DANAMON INDONESIA TBK (BANDUNG OTISTA BRANCH),BDINIDJAOTI,JALAN OTTO ISKANDARDINATA 22,BANDUNG,40171,base.id
BDINIDJARMT,PT. BANK DANAMON INDONESIA TBK (INTERNATIONAL REMITTANCE),BDINIDJARMT,WISMA BANK DANAMON FLOOR 6 JALAN JENDRAL SUDIRMAN KAV. 45,JAKARTA,12930,base.id
BDINIDJASBY,PT. BANK DANAMON INDONESIA TBK (L/C PROCESSING CENTRE SURABAYA),BDINIDJASBY,BANK DANAMON BLDG JALAN GUBERNUR SURYO 12,SURABAYA,60271,base.id
BDINIDJASPM,PT. BANK DANAMON INDONESIA TBK (SEMARANG PEMUDA BRANCH),BDINIDJASPM,JALAN PEMUDA 175,SEMARANG,50132,base.id
BDINIDJASSR,PT. BANK DANAMON INDONESIA TBK (SOLO SRATEN BRANCH),BDINIDJASSR,JALAN GATOT SUBROTO 91F,SOLO,57152,base.id
BDINIDJATJP,PT. BANK DANAMON INDONESIA TBK (LC DEPARTMENT),BDINIDJATJP,,TANJUNG PINANG,,base.id
BDINIDJATPC,PT. BANK DANAMON INDONESIA TBK (TRANSACTIONS PROCESSING CENTRE),BDINIDJATPC,JL. M.I. RIDNAN RAIS 50 FLOOR 3,JAKARTA,10110,base.id
BDINIDJATRS,PT. BANK DANAMON INDONESIA TBK (TREASURY OPERATIONS),BDINIDJATRS,JL.PROF. DR. SATRIO FLOOR 8 KAV. E4 NO 6 LINGKAR MEGA KUNINGAN,JAKARTA,12950,base.id
BDINIDJAXXX,PT. BANK DANAMON INDONESIA TBK,BDINIDJAXXX,BDI (BANK DANAMON INDONESIA) FLOOR 2/ REMITTANCE JL. ABDUL MUIS NO. 60,JAKARTA,10160,base.id
BDINIDJAYGY,PT. BANK DANAMON INDONESIA TBK (L/C DEPARTMENT-YOGYAKARTA),BDINIDJAYGY,BANK DANAMON JL. PANGERAN DIPONOGORO NO. 97,YOGYAKARTA,55321,base.id
BDKIIDJAXXX,BANK DKI PT.,BDKIIDJAXXX,GEDUNG BANK DKI JL. IR. H. JUANDA III NO. 7-9,JAKARTA,10120,base.id
BDNSIDJ1XXX,BDNI SEKURITAS,BDNSIDJ1XXX,,JAKARTA,,base.id
BEXIIDJAXXX,INDONESIA EXIMBANK,BEXIIDJAXXX,,JAKARTA,,base.id
BHAGIDS1XXX,PT. BANK HAGAKITA,BHAGIDS1XXX,,JAKARTA,,base.id
BICNIDJAXXX,BANK COMMONWEALTH,BICNIDJAXXX,,JAKARTA,,base.id
BIDXIDJAXXX,PT BANK INDEX SELINDO,BIDXIDJAXXX,PERMATA PLAZA FLOOR 8 JL. MH THAMRIN 57,JAKARTA,10350,base.id
BINRIDJ10JD,BINAARTHA PARAMA PT (SURABAYA),BINRIDJ10JD,,SURABAYA,,base.id
BINRIDJ1XXX,BINAARTHA PARAMA PT,BINRIDJ1XXX,,JAKARTA,,base.id
BINSIDJ1XXX,BINTANGMAKMUR SECURINDO PT,BINSIDJ1XXX,,JAKARTA,,base.id
BITPIDJ1XXX,BINA TATALAKSANA PASIFIK PT,BITPIDJ1XXX,,JAKARTA,,base.id
BJTMIDJAXXX,PT. BANK JATIM,BJTMIDJAXXX,,SURABAYA,,base.id
BKCHIDJAXXX,BANK OF CHINA JAKARTA BRANCH,BKCHIDJAXXX,,JAKARTA,,base.id
BKKBIDJAXXX,BANGKOK BANK PUBLIC COMPANY LIMITED,BKKBIDJAXXX,,JAKARTA,,base.id
BMDMIDJAXXX,BANK MESTIKA DHARMA,BMDMIDJAXXX,,MEDAN,,base.id
BMRIIDJA107,BANK MANDIRI (PERSERO) PT (BILLS PROCESSING CENTER JAKARTA),BMRIIDJA107,SENTRA MANDIRI FLOOR 3A JL. R.P. SOEROSO NO.2-4,JAKARTA,10330,base.id
BMRIIDJA851,BANK MANDIRI (PERSERO) PT (BILLS PROCESSING CENTER SURABAYA),BMRIIDJA851,JL. PAHLAWAN N. 120,SURABAYA,60174,base.id
BMRIIDJA852,BANK MANDIRI (PERSERO) PT (BILLS PROCESSING CENTER BANDUNG),BMRIIDJA852,BANK MANDIRI ASIA AFRIKA UTARA FLOOR 3 JL. ASIA AFRIKA NO. 107,BANDUNG,40112,base.id
BMRIIDJA853,BANK MANDIRI (PERSERO) PT (BILLS PROCESSING CENTER MEDAN),BMRIIDJA853,BANK MANDIRI BUILDING FLOOR 3 JL. IMAM BONJOL NO. 7,MEDAN,20112,base.id
BMRIIDJA854,BANK MANDIRI (PERSERO) PT (BILLS PROCESSING CENTER SEMARANG),BMRIIDJA854,BANK MANDIRI BUILDING FLOOR 2 JL. MPU TANTULAR NO. 19,SEMARANG,50137,base.id
BMRIIDJACUS,BANK MANDIRI (PERSERO) PT (HEAD OFFICE-CUSTODIAL SERVICES),BMRIIDJACUS,PLAZA MANDIRI FLOOR 1 JL. JEND. GATOT SUBROTO KAV. 36-38,JAKARTA,12190,base.id
BMRIIDJAEXM,BANK MANDIRI (PERSERO) PT (HEAD OFFICE-EXPORT/IMPORT DEPT),BMRIIDJAEXM,SENTRA MANDIRI FLOOR 3B JL. R.P. SOEROSO NO. 2-4,JAKARTA,12190,base.id
BMRIIDJASTL,BANK MANDIRI (PERSERO) PT (HEAD OFFICE-SETTLEMENT DEPT),BMRIIDJASTL,BANK MANDIRI BUILDING FLOOR 9 JL. JEND. GATOT SUBROTO KAV. 36-38,JAKARTA,12190,base.id
BMRIIDJAXXX,BANK MANDIRI (PERSERO) PT,BMRIIDJAXXX,JL. GATOT SUBROTO KAV 36-38,JAKARTA,12190,base.id
BMSIIDJAXXX,PT. BANK SYARIAH MEGA INDONESIA,BMSIIDJAXXX,,JAKARTA,,base.id
BNIAIDJ10D2,PT. BANK CIMB NIAGA TBK. (UJUNG PANDANG BRANCH),BNIAIDJ10D2,33 JALAN AHMAD YANI,UJUNG PANDANG,,base.id
BNIAIDJ10J6,PT. BANK CIMB NIAGA TBK. (LEMBONG BRANCH),BNIAIDJ10J6,7 JALAN LEMBONG,BANDUNG,,base.id
BNIAIDJ10S2,PT. BANK CIMB NIAGA TBK. (LAMPUNG BRANCH),BNIAIDJ10S2,34-40 JALAN LAKSAMANA MALAHAYATI,LAMPUNG,,base.id
BNIAIDJ10SS,PT. BANK CIMB NIAGA TBK. (MEDAN BRANCH),BNIAIDJ10SS,5 JALAN BUKIT BARISAN,MEDAN,,base.id
BNIAIDJAGMA,PT. BANK CIMB NIAGA TBK. (GAJAH MADA REGIONAL OFFICE),BNIAIDJAGMA,,JAKARTA,,base.id
BNIAIDJASMG,PT. BANK CIMB NIAGA TBK. (SEMARANG BRANCH),BNIAIDJASMG,,SEMARANG,,base.id
BNIAIDJATHM,PT. BANK CIMB NIAGA TBK. (THAMRIN BRANCH),BNIAIDJATHM,,JAKARTA,,base.id
BNIAIDJATUN,PT. BANK CIMB NIAGA TBK. (TUNUNGAN BRANCH),BNIAIDJATUN,,SURABAYA,,base.id
BNIAIDJAXXX,PT. BANK CIMB NIAGA TBK. (HEAD OFFICE OPERATION),BNIAIDJAXXX,NIAGA TOWER FLOOR 10 58 JALAN JENDL. SUDIRMAN KAV.,JAKARTA,12190,base.id
BNINIDJAABN,BANK NEGARA INDONESIA PT (PERSERO) (AMBON BRANCH),BNINIDJAABN,,AMBON,,base.id
BNINIDJAAPK,BANK NEGARA INDONESIA PT (PERSERO) (HEAD OFFICE FINANCIAL ANALYSIS AND CONTROL DIVISION),BNINIDJAAPK,,JAKARTA,,base.id
BNINIDJAAYI,BANK NEGARA INDONESIA PT (PERSERO) (AHMAD YANI BRANCH),BNINIDJAAYI,,BANDUNG,,base.id
BNINIDJAAYP,BANK NEGARA INDONESIA PT (PERSERO) (AHMAD YANI PADANG BRANCH),BNINIDJAAYP,,PADANG,,base.id
BNINIDJABAU,BANK NEGARA INDONESIA PT (PERSERO) (BAU-BAU BRANCH),BNINIDJABAU,,BAU-BAU,,base.id
BNINIDJABBI,BANK NEGARA INDONESIA PT (PERSERO) (BARABAI BRANCH),BNINIDJABBI,,BARABAI,,base.id
BNINIDJABBP,BANK NEGARA INDONESIA PT (PERSERO) (BOOM BARU BRANCH),BNINIDJABBP,,PALEMBANG,,base.id
BNINIDJABBR,BANK NEGARA INDONESIA PT (PERSERO) (BANJARBARU BRANCH),BNINIDJABBR,,BANJARBARU,,base.id
BNINIDJABDA,BANK NEGARA INDONESIA PT (PERSERO) (BANDA ACEH BRANCH),BNINIDJABDA,,BANDA ACEH,,base.id
BNINIDJABDG,BANK NEGARA INDONESIA PT (PERSERO) (BANDUNG BRANCH),BNINIDJABDG,,BANDUNG,,base.id
BNINIDJABDL,BANK NEGARA INDONESIA PT (PERSERO) (BANDAR LAMPUNG BRANCH),BNINIDJABDL,,BANDAR LAMPUNG,,base.id
BNINIDJABDO,BANK NEGARA INDONESIA PT (PERSERO) (BONDOWOSO BRANCH),BNINIDJABDO,,BONDOWOSO,,base.id
BNINIDJABGR,BANK NEGARA INDONESIA PT (PERSERO) (BOGOR BRANCH),BNINIDJABGR,,BOGOR,,base.id
BNINIDJABIK,BANK NEGARA INDONESIA PT (PERSERO) (BIAK BRANCH),BNINIDJABIK,,BIAK,,base.id
BNINIDJABIT,BANK NEGARA INDONESIA PT (PERSERO) (BITUNG BRANCH),BNINIDJABIT,,BITUNG,,base.id
BNINIDJABJR,BANK NEGARA INDONESIA PT (PERSERO) (BANJAR BRANCH),BNINIDJABJR,,BANJAR,,base.id
BNINIDJABKL,BANK NEGARA INDONESIA PT (PERSERO) (BENGKULU BRANCH),BNINIDJABKL,,BENGKULU,,base.id
BNINIDJABKO,BANK NEGARA INDONESIA PT (PERSERO) (BANGKO BRANCH),BNINIDJABKO,,BANGKO,,base.id
BNINIDJABKS,BANK NEGARA INDONESIA PT (PERSERO) (BEKASI BRANCH),BNINIDJABKS,,BEKASI,,base.id
BNINIDJABLG,BANK NEGARA INDONESIA PT (PERSERO) (BALIGE BRANCH),BNINIDJABLG,,BALIGE,,base.id
BNINIDJABLT,BANK NEGARA INDONESIA PT (PERSERO) (BLITAR BRANCH),BNINIDJABLT,,BLITAR,,base.id
BNINIDJABLW,BANK NEGARA INDONESIA PT (PERSERO) (BELAWAN BRANCH),BNINIDJABLW,,BELAWAN,,base.id
BNINIDJABMA,BANK NEGARA INDONESIA PT (PERSERO) (BIMA BRANCH),BNINIDJABMA,,BIMA,,base.id
BNINIDJABMS,BANK NEGARA INDONESIA PT (PERSERO) (BANJARMASIN BRANCH),BNINIDJABMS,,BANJARMASIN,,base.id
BNINIDJABPN,BANK NEGARA INDONESIA PT (PERSERO) (BALIKPAPAN BRANCH),BNINIDJABPN,,BALIKPAPAN,,base.id
BNINIDJABRN,BANK NEGARA INDONESIA PT (PERSERO) (BIREUN BRANCH),BNINIDJABRN,,BIREUN,,base.id
BNINIDJABRO,BANK NEGARA INDONESIA PT (PERSERO) (BOJONEGORO BRANCH),BNINIDJABRO,,BOJONEGORO,,base.id
BNINIDJABSH,BANK NEGARA INDONESIA PT (PERSERO) (BANDARA SUKARNO HATTA BRANCH),BNINIDJABSH,,JAKARTA,,base.id
BNINIDJABTG,BANK NEGARA INDONESIA PT (PERSERO) (BUKITTINGGI BRANCH),BNINIDJABTG,,BUKITTINGGI,,base.id
BNINIDJABTM,BANK NEGARA INDONESIA PT (PERSERO) (BATAM BRANCH),BNINIDJABTM,,BATAM,,base.id
BNINIDJABTR,BANK NEGARA INDONESIA PT (PERSERO) (BATURAJA BRANCH),BNINIDJABTR,,BATURAJA,,base.id
BNINIDJABWI,BANK NEGARA INDONESIA PT (PERSERO) (BANYUWANGI BRANCH),BNINIDJABWI,,BANYUWANGI,,base.id
BNINIDJACAM,BANK NEGARA INDONESIA PT (PERSERO) (CIAMIS BRANCH),BNINIDJACAM,,CIAMIS,,base.id
BNINIDJACJR,BANK NEGARA INDONESIA PT (PERSERO) (CIANJUR BRANCH),BNINIDJACJR,,CIANJUR,,base.id
BNINIDJACKP,BANK NEGARA INDONESIA PT (PERSERO) (CIKAMPEK BRANCH),BNINIDJACKP,,CIKAMPEK,,base.id
BNINIDJACLG,BANK NEGARA INDONESIA PT (PERSERO) (CILEGON BRANCH),BNINIDJACLG,,CILEGON,,base.id
BNINIDJACLP,BANK NEGARA INDONESIA PT (PERSERO) (CILACAP BRANCH),BNINIDJACLP,,CILACAP,,base.id
BNINIDJACMI,BANK NEGARA INDONESIA PT (PERSERO) (CIMAHI BDG. BRANCH),BNINIDJACMI,,CIMAHI,,base.id
BNINIDJACPU,BANK NEGARA INDONESIA PT (PERSERO) (CEPU BRANCH),BNINIDJACPU,,CEPU,,base.id
BNINIDJACRB,BANK NEGARA INDONESIA PT (PERSERO) (CIREBON BRANCH),BNINIDJACRB,,CIREBON,,base.id
BNINIDJADKB,BANK NEGARA INDONESIA PT (PERSERO) (DUKUH BAWAH LANDMARK BRANCH),BNINIDJADKB,,JAKARTA,,base.id
BNINIDJADLI,BANK NEGARA INDONESIA PT (PERSERO) (DILI-EAST TIM),BNINIDJADLI,,DILI,,base.id
BNINIDJADLN,BANK NEGARA INDONESIA PT (PERSERO) (HEAD OFFICE INTERNATIONAL DIVISION),BNINIDJADLN,,JAKARTA,,base.id
BNINIDJADMG,BANK NEGARA INDONESIA PT (PERSERO) (DAAN MOGOT BRANCH),BNINIDJADMG,JL. DAAN MOGOT 234,JAKARTA,,base.id
BNINIDJADMI,BANK NEGARA INDONESIA PT (PERSERO) (DUMAI BRANCH),BNINIDJADMI,,DUMAI,,base.id
BNINIDJADPS,BANK NEGARA INDONESIA PT (PERSERO) (DENPASAR BRANCH),BNINIDJADPS,,DENPASAR,,base.id
BNINIDJAEND,BANK NEGARA INDONESIA PT (PERSERO) (ENDE BR. NTT.),BNINIDJAEND,,ENDE,,base.id
BNINIDJAFMI,BANK NEGARA INDONESIA PT (PERSERO) (FATMAWATI BRANCH),BNINIDJAFMI,,JAKARTA,,base.id
BNINIDJAGBR,BANK NEGARA INDONESIA PT (PERSERO) (GAMBIR BRANCH),BNINIDJAGBR,,JAKARTA,,base.id
BNINIDJAGNS,BANK NEGARA INDONESIA PT (PERSERO) (GUNUNG SAHARI BRANCH),BNINIDJAGNS,,JAKARTA,,base.id
BNINIDJAGRK,BANK NEGARA INDONESIA PT (PERSERO) (GRESIK BRANCH),BNINIDJAGRK,,GRESIK,,base.id
BNINIDJAGRT,BANK NEGARA INDONESIA PT (PERSERO) (GARUT BRANCH),BNINIDJAGRT,,GARUT,,base.id
BNINIDJAGST,BANK NEGARA INDONESIA PT (PERSERO) (GUNUNG SITOLI BRANCH),BNINIDJAGST,,GUNUNG SITOLI,,base.id
BNINIDJAGTL,BANK NEGARA INDONESIA PT (PERSERO) (GORONTALO BRANCH),BNINIDJAGTL,,GORONTALO,,base.id
BNINIDJAHII,BANK NEGARA INDONESIA PT (PERSERO) (JAKARTA),BNINIDJAHII,,JAKARTA,,base.id
